plate,numinSet,sample,pop,individual,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,run.date,SampleWeight,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
NA,163,AO-F-1-1,1,1,182,1790,6,6,NA,NA,182,01:31:41 Thu 05-May-16,101.8,47.4953494956,123.9395996588,1726.7407955721,22.6441614542,3846.8097158452,958.1510497619,28602.1520642955,2578.2659549964,59.1333762722,28.5423024845,0.0350664401,0.245784243,4.7681544003,23.3913511124,0.0056111069,-0.0792078972,51.2552751718,13.5455752855,1.0263031329,0.0713871023
NA,175,AO-F-1-3,1,3,194,1802,6,6,NA,NA,194,02:16:44 Thu 05-May-16,184,19.8747463275,41.5337913715,1387.6211300436,23.8439687444,3387.015279095,799.6887432728,31176.8188677362,2992.6960769067,35.3982582914,15.2666850291,0.0194334014,0.3225517309,4.1280724409,24.527411799,0.0058762944,-0.0581123613,44.1700523042,14.9038542601,0.4512129718,0.0195978853
NA,169,AO-F-1-4,1,4,200,1808,6,6,NA,NA,200,02:39:13 Thu 05-May-16,110.5,23.2387338512,28.145864279,1519.1920834208,25.347548932,2784.7232236244,940.9582905121,23295.8563880187,1750.8937882381,66.3470978151,32.2214511611,0.0583525922,0.2143345738,6.077243134,25.1548268837,0.0033705166,-0.1600679332,38.9056645039,12.5178400035,0.218247397,0.0269649593
NA,188,AO-F-1-5,1,5,206,1814,6,6,NA,NA,206,03:01:46 Thu 05-May-16,102.3,36.0619211789,33.8893575394,1552.0797297172,37.6902482637,2936.2355271005,752.9444688065,30124.0921588571,2198.7604813332,82.7370049261,39.0426584244,0.041563922,0.2096000031,6.2804546647,22.382907341,0.0062452999,-0.8049791274,46.0091397838,20.0777110552,0.5761817326,0.0214798197
NA,171,AO-F-1-6,1,6,198,1806,6,6,NA,NA,198,02:31:43 Thu 05-May-16,101.1,37.1022629155,31.1708918054,2385.8756931172,25.2038282388,4196.8970403716,959.6191378374,29557.2179547511,1782.9629972052,53.6443351541,35.3948082154,0.0275802025,0.1219974008,4.3546691025,15.8393087001,0.0048578652,0.2916541148,30.5424957644,21.6034067573,0.3750858889,0.0271953799
NA,164,AO-F-1-7,1,7,183,1791,6,6,NA,NA,183,01:35:25 Thu 05-May-16,109.7,25.0456825038,11.8915237675,2137.1240532682,47.3291885331,3925.4507134644,836.4071447561,24601.8082152295,1799.4352350205,77.6862638376,38.5525044864,0.0394356913,0.2023210805,6.6285999677,17.444975866,0.0044496304,-0.15953494,24.046717046,15.7480054454,0.2511810705,0.0316349174
NA,172,AO-F-1-8,1,8,197,1805,6,6,NA,NA,197,02:27:58 Thu 05-May-16,183.7,13.6441894685,9.9100045139,1347.8564089809,16.0275027313,2403.5749285669,688.7771932335,25693.272640849,1721.2854012107,33.4339678383,27.7108803789,0.0147520645,0.1023569229,3.7117866504,14.8149829981,0.0043150661,-0.3265927233,43.2415716859,15.6965398827,0.2280898572,0.0123858498
NA,177,AO-F-1-9,1,9,192,1800,6,6,NA,NA,192,02:09:14 Thu 05-May-16,103.1,22.1503163482,56.7174049244,2240.1966820675,58.561793889,4554.4039761796,457.0341174655,41643.2992367982,2636.2388444501,86.4492052392,36.6603666879,0.0601872644,1.0865923038,8.3062481998,52.7272075719,0.007381503,0.0702133509,68.1119763858,24.6735070865,0.1189825241,0.0449155638
NA,190,AO-F-1-10,1,10,204,1812,6,6,NA,NA,204,02:54:17 Thu 05-May-16,104.9,17.9496106618,31.0854770608,2061.5117451675,23.4988845109,3125.259522653,1113.0511023009,29891.4214758195,2176.4983676242,66.2936599889,36.7045060388,0.0324033233,0.2158092669,7.1488055289,32.1955516217,0.0063267188,0.3041215421,56.4682479572,24.2237394417,0.2463168538,0.0347454591
NA,195,AO-F-1-11,1,11,217,1825,6,6,NA,NA,217,03:43:03 Thu 05-May-16,154.4,23.1348448292,32.0031693467,3820.5141657134,33.5171756349,3845.3937504125,656.9843360108,28017.7785045188,4450.9393666309,59.7205832594,17.8863627535,0.0241525775,0.1979488484,4.4724895369,14.516152253,0.0119381995,0.2121496431,29.9591317439,43.5380421009,0.456062955,0.0378861343
NA,165,AO-F-1-12,1,12,184,1792,6,6,NA,NA,184,01:39:10 Thu 05-May-16,107.1,13.0379385859,19.0633159747,2458.9556762948,30.9273370245,4668.5295095152,687.4658090944,32282.9717237906,1842.1606296597,56.5596066279,30.1490316362,0.026060559,0.2153921836,4.2587897364,21.29262425,0.0040843818,-0.0702634198,67.5320617812,20.5185000564,0.1398311037,0.0633118104
NA,154,AO-F-1-13,1,13,164,1772,6,6,NA,NA,164,00:24:08 Thu 05-May-16,125.5,8.6923782734,15.2852902626,2342.2200059436,85.4053109875,4745.4863793772,819.5544159553,41624.2861221385,1646.1439144625,106.3452315726,34.5336781129,0.0781231884,0.4122265804,7.1297785968,28.9579629931,0.0031701879,0.0995110773,76.6988167091,18.7646899369,0.1551896659,0.0608170806
NA,149,AO-F-1-14,1,14,169,1777,6,6,NA,NA,169,00:42:52 Thu 05-May-16,168,20.5614720438,13.5350457711,2098.999879483,51.194129334,3471.4250928206,1363.6964145262,35235.9397843382,2277.2678791636,67.1934119521,35.9342845528,0.0510634381,0.3455124588,8.2304816484,29.6331264119,0.0110142008,-0.0216908328,63.5890467572,23.1639028513,0.1209108622,0.0322288699
NA,143,AO-F-1-15,1,15,159,1767,6,6,NA,NA,159,00:05:20 Thu 05-May-16,115.9,18.7308790346,21.2191124473,1756.8959451195,36.9817577857,4291.1260927007,1057.5037831615,40860.965223121,1539.3603847266,73.2058637188,26.2188882566,0.0269673213,0.3089668683,6.8694571173,29.4104017519,0.0054035167,0.1718350335,74.4933765011,16.9438444827,0.2484482736,0.0464692606
NA,159,AO-F-1-16,1,16,177,1785,6,6,NA,NA,177,01:12:54 Thu 05-May-16,108.8,22.8105342971,12.5559211714,1971.3083736143,23.3071053942,3860.0741813447,1455.5272404138,33118.5750527656,2286.2200148169,83.6724781067,27.4968579626,0.0269798462,0.3619143968,7.6006915837,33.7116812575,0.0030094146,0.8026459618,55.3441425613,21.8420206257,0.1876844102,0.039740954
NA,161,AO-F-1-17,1,17,179,1787,6,6,NA,NA,179,01:20:24 Thu 05-May-16,107.2,11.264390579,25.8699553653,1909.113817891,117.9663122615,4629.8828113917,577.7404414179,29881.4557080882,1862.5732550998,106.8999139292,32.5761437769,0.092391106,0.5239091132,5.3694612582,27.0125285063,0.0056514488,-0.0816515761,48.001547184,20.537261704,0.1513344946,0.0500287781
NA,193,AO-F-1-18,1,18,215,1823,6,6,NA,NA,215,03:35:32 Thu 05-May-16,96,34.1414497267,31.8914142655,2161.0794861152,69.1465532605,3657.1082928783,546.8736338976,31663.2610341687,2054.0045696705,89.3238782614,26.5730117471,0.0491171197,0.7244502683,5.8832937839,19.9593263677,0.0052355207,-0.0135115788,56.9274551886,23.0778797258,0.283013075,0.0193464556
NA,141,AO-F-1-19,1,19,157,1765,6,6,NA,NA,157,23:57:50 Wed 04-May-16,171.4,22.668043583,14.7248522293,1894.1125347488,16.1127884066,3585.8966216995,1116.5139854936,25317.7370717784,1613.2535722656,38.1069310595,33.213159173,0.017113743,0.1757216479,4.302097157,22.8088108664,0.0022002691,-0.0145024267,61.3181354661,14.9397579703,0.1867499804,0.0684697847
NA,147,AO-F-1-20,1,20,172,1780,6,6,NA,NA,172,00:54:10 Thu 05-May-16,123,24.3595474662,6.0129238224,1448.0521374894,23.3304051949,3941.0031578641,833.0352154843,30315.5108149994,1508.8418881767,47.0383780424,29.9619397129,0.0179088699,0.1256333508,4.1487068958,21.7642069139,0.0097337527,0.0121091223,65.1889813026,18.9309103281,0.1677496901,0.0329654585
NA,180,AO-F-1-20,1,20,188,1796,6,6,NA,NA,188,01:54:10 Thu 05-May-16,182.3,18.442210261,37.5744351023,1200.1845868976,24.3759593942,3197.4252205274,1051.5866966413,25977.6476006527,1754.3694228157,53.5195343367,17.172994374,0.0214848467,0.3430750375,4.8679535059,26.2299510868,0.0055504983,0.032533176,46.9218404817,7.3880186746,0.8011079621,0.0175071524
NA,18,AO-F-2-1,2,1,20,2273,8,8,NA,NA,20,18:09:11 Mon 09-May-16,160.5,20.949945256,24.2989854845,2667.4900548281,45.4462008694,5006.5962518062,1067.3906646612,40861.2698945717,4377.3991389083,68.3597298837,31.12823678,0.0719321085,0.2376182368,4.3524841674,77.3000469613,0.0677571962,-0.1411106502,20.9448630538,56.9291581682,1.8483615207,0.0849397378
NA,20,AO-F-2-2,2,2,23,2276,8,8,NA,NA,23,18:20:28 Mon 09-May-16,29,23.5767936174,196.879247874,1998.8441049471,79.8519976339,4414.7160079532,-3815.4652354984,61779.8353689671,3821.6114861427,141.808541887,34.4879591914,0.0990339042,0.6762652577,12.0609255044,38.5808836701,0.1361594661,0.5762805538,76.1544318142,63.7301408822,1.1698399371,0.2933494311
NA,19,AO-F-2-3,2,3,22,2275,8,8,NA,NA,22,18:16:43 Mon 09-May-16,57.3,21.8269535085,55.7491275291,1657.6818166132,61.8064558192,3152.0217379427,-922.3975261685,35430.9564835519,6422.9075204919,104.0672727438,26.8808834392,0.0560544902,0.4027617044,8.7766852924,25.8609608593,0.2836673662,-0.0199283461,32.9732638925,101.7981878585,0.8579494511,0.1346213327
NA,21,AO-F-2-4,2,4,24,2277,8,8,NA,NA,24,18:24:13 Mon 09-May-16,26.6,27.2260055168,98.4538339849,1801.0551319659,251.6834952995,2287.1878252195,-4078.1080020849,28478.0265375296,6234.8234925816,292.7345964905,50.8087772419,0.1725954588,0.604765453,8.4323060214,26.159886108,0.3365482236,0.9816877875,32.8959773857,89.4936363144,1.7723762143,0.1396287155
NA,33,AO-F-2-5,2,5,32,2285,8,8,NA,NA,32,18:54:14 Mon 09-May-16,77.8,27.0364530737,43.5580209216,1702.6803313368,60.8447080323,2108.9420520309,-842.3531721744,40929.9720274624,4128.3299955263,88.0099077877,35.5757202411,0.0556145057,0.3295312297,6.4452575486,22.5824438886,0.013696658,0.0708478273,29.7918874112,65.6798410115,0.5497033667,0.1040155015
NA,23,AO-F-2-6,2,6,26,2279,8,8,NA,NA,26,18:31:43 Mon 09-May-16,172.5,35.2306346292,74.7892297347,1550.828401525,126.8147065873,2485.6757391923,850.7454753934,42580.3326056877,3919.0680311217,167.3451256707,26.913708439,0.0911966685,0.4327370765,9.6763765605,19.8162352681,0.0257647927,0.2446274133,65.7722874119,57.2343565536,0.2062849811,0.1855998121
NA,26,AO-F-2-7,2,7,39,2292,8,8,NA,NA,39,19:20:30 Mon 09-May-16,185.8,33.61520208,41.6534165909,1663.7567177846,113.0523853536,3504.0302647537,1292.0933834922,47703.8635909669,3730.4991017146,157.6799327163,33.2331862809,0.079974607,0.3295245285,10.1399563927,34.9142626515,0.0527852283,0.1118723787,99.2046388048,42.8471900381,0.2294956323,0.1934464073
NA,25,AO-F-2-8,2,8,40,2293,8,8,NA,NA,40,19:24:15 Mon 09-May-16,89.9,23.623500686,48.135477475,1608.4226645165,143.4480276975,2944.6965773734,-112.6968933576,49368.0250325012,3504.3733915347,183.1183636903,33.5587571271,0.0845192313,0.5472013764,8.9699070277,23.9874871008,0.0409105197,-0.031010357,82.5290977435,40.3029745476,0.1205890005,0.1667472676
NA,17,AO-F-2-9,2,9,19,2272,8,8,NA,NA,19,18:05:26 Mon 09-May-16,101.4,16.914684078,49.9245999918,2333.7309090836,32.1096836716,2755.6567294723,1282.8525386594,48831.0803223394,8112.3103392691,118.8456974827,41.4980709533,0.0317436878,0.1876020382,11.5734238131,38.1849883386,0.095631868,0.0869310522,58.9499442444,108.5462511767,0.6383911323,0.2434966589
NA,24,AO-F-2-10,2,10,27,2280,8,8,NA,NA,27,18:35:28 Mon 09-May-16,106.4,25.2889854192,27.9975935424,1438.8934748827,71.0802228178,2458.0310165329,370.1170589831,47674.8094366479,3624.9746423582,124.7677333873,21.766892078,0.049217311,0.3853873787,7.0291503121,31.6344052315,0.0118471688,0.4125720355,96.2848859107,55.7537081639,0.1090368925,0.1331100274
NA,41,AO-F-2-11,2,11,46,2299,8,8,NA,NA,46,19:46:46 Mon 09-May-16,103,25.2659151589,33.0834066547,1237.4868912183,145.2634972085,2165.4167215974,101.8759342953,51540.8379069526,3876.5600149288,207.1965453208,19.6049386811,0.0978317193,0.5261901617,7.294740299,29.9871794858,0.0748761757,-0.0339474953,93.9854623244,53.0854492415,0.1682975337,0.2510224117
NA,38,AO-F-2-12,2,12,43,2296,8,8,NA,NA,43,19:35:31 Mon 09-May-16,81.2,20.3826161194,23.1964384923,1170.6610092754,29.8231611359,2858.1561570568,-744.6318443093,33571.5098013073,2739.8828405375,53.4365981983,18.0087362676,0.0275921496,0.144195814,4.2619126355,16.2863212382,0.0765185817,0.0151942989,39.6570564495,32.5434334692,0.2342353618,0.0211386711
NA,40,AO-F-2-13,2,13,45,2298,8,8,NA,NA,45,19:43:01 Mon 09-May-16,46.9,20.9659724096,12.1039382162,1805.8252796865,41.5823111054,2834.2646554247,-1453.2917494327,34094.9953700368,4172.5340554101,79.0405340961,9.4966465638,0.0411276959,0.1852430011,5.3892466291,17.6541742603,0.1527078346,0.1407235297,38.8767727589,52.3050449443,0.2772432902,0.0355510474
NA,39,AO-F-2-14,2,14,44,2297,8,8,NA,NA,44,19:39:16 Mon 09-May-16,74.7,13.0095031001,12.442157687,2450.4904635444,45.3596335503,3124.1317946202,-427.2837331662,24137.77803261,3524.4814254409,68.7576357928,21.6562852762,0.0380773421,0.1820144975,3.9069722317,17.7231516645,0.0670334935,0.0423595772,15.763633728,34.4002522119,1.8679823651,0.0868160695
NA,42,AO-F-2-15,2,15,47,2300,8,8,NA,NA,47,19:50:31 Mon 09-May-16,33,12.4609560551,41.1697531745,1345.9903205287,60.1113544016,2623.6988654378,-4255.3307830727,24521.8968708241,2023.0801494503,87.0283558669,19.6089263605,0.0618641286,0.2840156853,2.9699094697,30.3409879916,0.0501169681,-0.0900788183,23.8665986427,20.18161964,1.0910661387,0.0510908035
NA,51,AO-F-2-16,2,16,65,2318,8,8,NA,NA,65,20:58:07 Mon 09-May-16,63.7,35.4098125737,61.4765954151,2437.3751744971,64.8596921225,2458.8919245385,-1146.7434532712,31838.631109533,3284.2020736688,100.8345246593,22.3013923388,0.0449605193,0.2974106859,4.4887201493,17.3853030111,0.0157816626,0.2844405467,19.6779601093,39.9013506194,1.5878563173,0.0460467634
NA,53,AO-F-2-17,2,17,63,2316,8,8,NA,NA,63,20:50:37 Mon 09-May-16,73.6,26.2764177604,26.2820619063,1888.4390013437,39.3117131731,2700.3558928862,-77.0241002603,30991.0446396283,3051.6497953856,82.8813845463,23.6867940063,0.0345176585,0.1613988582,4.590612264,24.3059618232,0.0135037332,0.1296687655,22.4478318029,33.2516583613,0.668753913,0.0259988395
NA,54,AO-F-2-18,2,18,62,2315,8,8,NA,NA,62,20:46:52 Mon 09-May-16,42,21.9307197654,30.0897452246,3733.8555361529,75.6861699473,5099.2723881168,-2924.862523999,34212.0492428931,6170.0208456041,102.4211739237,25.2077328836,0.0646290742,0.2977195933,4.1014135592,17.3794847525,0.0266854357,0.227170995,28.5072009321,85.7317927195,2.1260580766,0.0378864669
NA,50,AO-F-2-19,2,19,66,2319,8,8,NA,NA,66,21:01:52 Mon 09-May-16,180,41.3234698846,40.2043769474,1523.8194312049,289.7775708213,4690.8202555453,8.7749328213,34594.5890021302,4130.685614547,284.897732942,24.9914505766,0.1844717985,0.5459355344,6.6279807369,31.032349935,0.0153233122,0.0746203696,31.7173781803,49.593501817,0.6103788889,0.0605582238
NA,27,AO-F-2-20,2,20,38,2291,8,8,NA,NA,38,19:16:45 Mon 09-May-16,76.3,19.3446343695,46.0053421645,1889.5972683776,165.7842831074,3600.1823555474,-506.8935166632,32954.4135427489,4535.6883558721,164.9555664259,30.0719102468,0.115809926,0.4097429348,4.4128930298,20.1802896103,0.0358287188,-0.1507318747,28.8415126626,62.5321133115,0.6332624669,0.1689094664
NA,133,AO-F-3-1,3,1,153,2727,9,9,NA,NA,153,21:57:34 Wed 11-May-16,114.7,51.2383053964,109.3072596396,2313.0846445063,20.5704617273,1017.2549906247,873.7263151803,10969.1058183095,7934.0496231105,65.3714510934,89.3120526478,0.0267445823,0.1694244325,4.4357376376,5.2345333201,0.195253164,0.4652369966,4.0591990743,49.8051074511,1.3668820521,0.0113934746
NA,111,AO-F-3-2,3,2,129,2703,9,9,NA,NA,129,20:27:28 Wed 11-May-16,107.1,34.6685565261,197.0850409437,1184.7937004889,12.0865334548,245.7936901205,92.518397815,8861.7380503257,3574.4964072029,38.4994019352,39.6662410237,0.0489452791,0.248278116,3.2287485648,6.1141800866,0.0922623672,0.1636013686,5.7214692064,21.1472854477,1.2731164368,0.0172301432
NA,72,AO-F-3-3,3,3,80,2333,8,8,NA,NA,80,21:54:24 Mon 09-May-16,106.2,24.6386633769,25.3491609115,1003.388506305,20.80891084,3941.098218162,298.0637448231,29387.5641207183,2396.2143871598,68.2730496714,13.9974815289,0.0172767802,0.120591792,4.7847416567,20.286644431,0.0037285925,0.121303239,60.3518909287,17.8510501128,0.8273616428,0.0265251372
NA,68,AO-F-3-4,3,4,76,2329,8,8,NA,NA,76,21:39:24 Mon 09-May-16,124.5,14.1890529238,13.3542864757,680.3634952032,54.776502518,1894.9624010066,-468.1314912418,26782.1926322314,1267.9637862413,76.8802850779,10.0917023543,0.0337738117,0.2040485075,3.4648320109,14.5214914847,0.0032224924,0.0121178163,37.7891267721,13.12848908,0.4188400608,0.0243867786
NA,64,AO-F-3-5,3,5,72,2325,8,8,NA,NA,72,21:24:24 Mon 09-May-16,138.3,9.9776010085,7.8128458687,938.7231073427,29.8824871486,3012.5556265024,-20.1687633061,24068.05918081,1840.7779476457,47.2915009543,6.087923765,0.0180600137,0.1141299042,3.113357939,13.8876340815,0.0024751188,-0.093665121,43.0108915853,17.3898318901,0.4875706149,0.0265679528
NA,57,AO-F-3-6,3,6,58,2311,8,8,NA,NA,58,20:31:50 Mon 09-May-16,96,21.2832308698,28.8573465662,980.2019847879,71.6955507356,2407.6356836688,-590.5002130853,23863.8003396375,1823.7365919337,67.3076935313,12.3501714222,0.0327290624,0.3636495361,4.7217944984,15.1680839734,0.0062517734,3.3993512177,47.3907930116,13.451811099,0.3272979615,0.0098484806
NA,75,AO-F-3-7,3,7,92,2345,8,8,NA,NA,92,22:39:29 Mon 09-May-16,118.4,24.7382326845,38.6417730638,1493.8315848508,58.7140785631,4213.3525039125,195.8641185208,36184.8163057394,1490.3955069771,68.9227512196,28.0555689887,0.035635329,0.6055419713,4.6616134197,28.1699314915,0.016507356,-0.0743446783,59.8688567546,15.3170396294,0.285201515,0.0529568038
NA,137,AO-F-3-8,3,8,158,2732,9,9,NA,NA,158,22:16:23 Wed 11-May-16,118.7,60.4516688182,145.7765629935,2456.9731744092,17.8172198688,717.9240780889,1047.3226303587,8516.4142076382,9913.7589886105,70.8510845256,92.4730664293,0.0528321228,0.2154544982,5.2869254091,12.8083989821,0.1677991463,0.9527216622,2.696941524,67.3008050504,2.1454700502,0.0162126947
NA,114,AO-F-3-9,3,9,132,2706,9,9,NA,NA,132,20:38:43 Wed 11-May-16,94.7,21.5348247274,50.6863459378,698.5932395957,8.2189494847,222.492459579,139.0402951123,5564.594506065,2100.1782458878,29.9790848693,25.6072797852,0.014416867,0.2297340996,2.9946351189,8.5609921161,0.0486208582,0.0589154981,4.7613573711,13.4159127692,1.1913873393,0.011426156
NA,176,AO-F-3-10,3,10,198,2772,9,9,NA,NA,198,00:46:37 Thu 12-May-16,120.8,64.8760777063,118.4976483832,1655.0325124612,18.3175560214,705.3267214222,924.1232575224,14019.4922310114,5780.3847387583,61.2842304491,51.0918366502,0.0379293589,0.2225956147,4.644065401,10.0855595991,0.2145106926,0.1527165187,5.9675217316,36.4313727934,1.4693158692,0.1583894886
NA,84,AO-F-3-11,3,11,82,2335,8,8,NA,NA,82,22:01:56 Mon 09-May-16,118.4,1.4952599605,19.3160394182,981.2135948218,59.3421545743,2658.9617533171,-561.7260978105,37046.8760640674,1859.2392980487,78.5291012542,15.4167455803,0.0622206722,0.2601487236,2.7391637782,13.9186111291,0.0035822492,-0.1373311125,43.4644971993,18.8864123718,0.4048986436,0.0529293108
NA,81,AO-F-3-12,3,12,85,2338,8,8,NA,NA,85,22:13:11 Mon 09-May-16,115,22.9113850262,20.759144776,1360.2561655696,19.9067140427,3589.7746786424,288.6234403849,31897.8262351638,2627.7242290671,51.0350174258,27.4516017002,0.0237529538,0.3030930017,4.7981086258,43.8671108684,0.0028040576,-7.4215897858,42.8519306283,20.4973213979,0.4133677897,0.0266793389
NA,77,AO-F-3-13,3,13,89,2342,8,8,NA,NA,89,22:28:11 Mon 09-May-16,118.6,34.508290661,37.1121971254,878.7224853519,34.4822133873,2923.0970567633,430.2755146113,32391.6680550462,2345.6703200045,63.3143959158,22.1294001176,0.0244574857,0.2249459386,5.4714677495,22.2598881834,0.0108172248,0.1281347033,42.765516139,17.4429416727,0.6420416799,0.0603864928
NA,139,AO-F-3-14,3,14,160,2734,9,9,NA,NA,160,22:23:53 Wed 11-May-16,109.6,46.7079306459,125.5551374248,2438.1845472878,16.005124004,787.0183568359,1171.131556637,9750.0226497963,11540.8303184541,66.3522029096,79.02409214,0.0400292397,0.2764109586,8.3548677684,7.5334918278,0.1546145528,0.8217367738,3.9213881072,84.9026076037,2.5174480806,0.0111683976
NA,74,AO-F-3-15,3,15,93,2346,8,8,NA,NA,93,22:43:14 Mon 09-May-16,111.7,32.4605423287,31.6176306174,983.7263779199,21.5876287288,3407.9012721921,224.1812849802,33228.4439163237,1423.5138954593,57.4139493497,31.9187769604,0.0173530875,0.3568827308,4.2815356282,23.8203790275,0.0112916951,0.173696263,79.8249817624,8.8966844762,0.4444545958,0.1683619577
NA,56,AO-F-3-16,3,16,59,2312,8,8,NA,NA,59,20:35:35 Mon 09-May-16,168.8,35.8070308915,83.2977164362,1633.8933925157,64.7883518659,3383.3798515589,456.0835181147,38077.7346532789,2097.1670750545,80.1294338194,18.724946575,0.0462347122,0.7902980769,5.1523661596,23.452974954,0.0200278743,0.0100018756,47.1723703967,16.1542624379,0.3045542579,0.0316881339
NA,48,AO-F-3-17,3,17,54,2307,8,8,NA,NA,54,20:16:50 Mon 09-May-16,116.2,12.0749988678,97.8721960023,959.5935546382,89.3586265634,3231.8065131002,-636.7186335003,34756.8544301942,1991.4697748996,116.7908299563,17.1808485178,0.0875549007,1.0006981564,5.742991464,20.5904534365,0.0309627495,0.0167602576,40.7011147357,14.4356189545,0.4756227321,0.0369335863
NA,49,AO-F-3-18,3,18,67,2320,8,8,NA,NA,67,21:05:37 Mon 09-May-16,102.5,23.8515967689,28.4496917032,1741.5468113932,41.771924129,4303.3555006848,-166.8126971207,33575.0339399594,2557.095546102,97.6714219735,38.0187637088,0.0377461521,0.6755229225,5.6556852905,23.0483409445,0.0024621726,-0.1479536061,33.5617111296,25.6760065715,0.864372689,0.0708364549
NA,55,AO-F-3-19,3,19,60,2313,8,8,NA,NA,60,20:39:20 Mon 09-May-16,167.6,33.5612932082,21.3038794002,1553.0576826064,41.4757286747,3974.4450944667,1051.3470632641,33452.9628404262,2014.7661550644,66.1251940696,25.4028665606,0.0325810758,0.5167645171,5.3124113756,17.6024876614,0.0098842202,-0.117259711,30.0810366933,18.088363738,0.596874534,0.0134800812
NA,52,AO-F-3-20,3,20,64,2317,8,8,NA,NA,64,20:54:22 Mon 09-May-16,113.8,52.0348252979,22.2169491293,818.2607704789,30.592228109,2700.9193453534,-120.6566371281,32306.4462028952,1000.0148667399,53.1175964669,8.1716420333,0.0258651939,0.4358319434,3.7498785244,17.6615082834,0.0078492298,1.830643439,32.4814790804,4.8888654666,0.2214235417,0.0099857464
NA,56,AO-F-4-1,4,1,59,1667,6,6,NA,NA,59,17:49:59 Wed 04-May-16,139.5,21.7276087875,43.6018648809,1740.3586979653,147.653591356,3402.4110784151,864.3269533316,24984.5574367351,1490.6181964124,112.7484900032,14.8138055812,0.1200353668,0.8001596209,4.0853660785,18.0563023396,-0.4383124107,-0.0788714233,43.9274027239,15.9431300672,0.194346209,0.0483996055
NA,39,AO-F-4-2,4,2,44,1652,6,6,NA,NA,44,16:53:43 Wed 04-May-16,175.4,17.6121852356,115.5222890776,1043.0884469397,44.6633769469,2467.0253090137,617.9888878246,22216.5801174709,1525.1669036614,59.1484611622,20.4197422033,0.0442217052,1.432353514,6.0638758912,24.6399807872,0.0175406138,-0.0848641138,41.8126866443,14.0196513169,0.1103088664,0.0395882019
NA,58,AO-F-4-3,4,3,57,1665,6,6,NA,NA,57,17:42:30 Wed 04-May-16,73,27.6754038191,52.6523081555,1106.3673746374,61.5043580358,2449.8732410312,365.6476141225,23389.5571478024,1514.3087972719,74.2783526726,25.707008161,0.0557849261,0.6752166884,5.2232030623,21.8351517669,0.0746147105,-0.1152023898,53.4628575796,10.7909099983,0.0655970522,0.0556397826
NA,43,AO-F-4-4,4,4,48,1656,6,6,NA,NA,48,17:08:42 Wed 04-May-16,134.8,20.5152804819,157.1163922538,1092.6767084707,73.6645077882,2601.9840026691,936.3984743611,27758.6634645206,1138.9167362503,73.9788201995,13.0491927699,0.05778087,0.9100517518,4.9178585966,15.8508302617,0.0182648131,0.089953423,70.4403971158,7.8129619388,0.1584454979,0.0913749906
NA,42,AO-F-4-5,4,5,47,1655,6,6,NA,NA,47,17:04:58 Wed 04-May-16,168,21.9547978101,66.8641847648,1214.5302318509,99.1733123012,3495.7096212102,786.8468406296,25181.885175046,1721.6209012407,91.4729787462,20.5408505965,0.0879526266,1.3201660105,6.8020068222,19.6746832142,0.0178392027,-1.4950108558,48.9589475909,14.367512165,0.2937571966,0.1388725881
NA,45,AO-F-4-6,4,6,50,1658,6,6,NA,NA,50,17:16:12 Wed 04-May-16,74.2,27.2185478488,453.175830192,1400.6568699218,140.1495122317,2973.4894935815,458.1467919864,22125.1590923775,1805.3993075252,158.3377557483,27.3680082486,0.1085806528,5.2612129641,11.5315878368,27.9595124123,0.0167680294,0.1354707796,39.2636706861,13.5020264806,0.3424481787,0.0465055844
